"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED_bam","GDC2828countsREPROCESSED_bam","GDC2839countsREPROCESSED_bam","padj","symbol","rank","rank_change"
"ENSG00000229127",15,37,23,370,429,317,0.004424856,"KANSL1L-AS1",5656,NA
"ENSG00000057757",615,541,827,968,671,944,0.004427605,"PITHD1",5657,NA
"ENSG00000156453",83,55,23,41,5,2,0.004427719,"PCDH1",5658,58
"ENSG00000253352",486,656,1518,7606,7346,7385,0.004428575,"TUG1",5659,-258
"ENSG00000204386",715,473,2550,702,994,1197,0.004440119,"NEU1",5660,NA
"ENSG00000102967",99,65,103,974,878,797,0.004443245,"DHODH",5661,NA
"ENSG00000163251",29,8,32,410,425,205,0.00444326,"FZD5",5662,-1175
"ENSG00000269921",0,0,0,19,22,31,0.004446935,"",5663,NA
"ENSG00000278496",0,0,0,19,25,27,0.004451328,"",5664,NA
"ENSG00000120885",1979,4009,5061,3496,668,239,0.004452014,"CLU",5665,-1605
"ENSG00000170262",0,0,0,34,9,44,0.004452014,"MRAP",5666,NA
"ENSG00000184640",9407,5566,4385,5312,7782,4564,0.004452014,"SEPTIN9",5667,-730
"ENSG00000250473",0,0,0,26,19,26,0.004452014,"DUTP7",5668,NA
"ENSG00000280269",1,0,0,36,33,32,0.004453919,"",5669,NA
"ENSG00000233328",38,87,121,5,70,33,0.004456442,"PFN1P1",5670,-5379
"ENSG00000162931",15,7,20,166,143,210,0.00445974,"TRIM17",5671,NA
"ENSG00000187783",0,0,1,19,92,24,0.00445974,"TMEM72",5672,-770
"ENSG00000259907",0,0,0,64,1,94,0.004460548,"",5673,-434
"ENSG00000178115",1,0,1,42,27,67,0.004462081,"GOLGA8Q",5674,NA
"ENSG00000260230",7,2,41,4,4,4,0.00446428,"FRRS1L",5675,-572
"ENSG00000231398",0,0,0,10,69,19,0.004471169,"",5676,NA
"ENSG00000271267",2,0,1,36,49,52,0.004471818,"",5677,NA
"ENSG00000278864",14,15,12,434,125,219,0.004471818,"",5678,-442
"ENSG00000142949",69,65,72,93,35,27,0.004475147,"PTPRF",5679,-290
"ENSG00000234293",0,0,0,20,85,7,0.004475147,"BACH1-IT3",5680,NA
"ENSG00000260796",2,0,0,26,58,81,0.004475147,"",5681,NA
"ENSG00000109618",72,57,108,516,921,1242,0.004483269,"SEPSECS",5682,-64
"ENSG00000272701",0,0,0,25,41,13,0.004484054,"MESTIT1",5683,-142
"ENSG00000076826",11,8,60,12,14,10,0.004488576,"CAMSAP3",5684,-496
"ENSG00000030110",449,362,1532,507,829,740,0.004489,"BAK1",5685,NA
"ENSG00000114383",140,284,1099,337,365,309,0.004489704,"TUSC2",5686,-461
"ENSG00000239605",2,0,2,27,101,49,0.00448984,"STPG4",5687,NA
"ENSG00000135334",1175,1047,3255,1633,2588,1499,0.004490491,"AKIRIN2",5688,-175
"ENSG00000102805",43,34,127,558,644,815,0.004491679,"CLN5",5689,-118
"ENSG00000165732",932,760,679,8944,10317,9210,0.004492034,"DDX21",5690,-302
"ENSG00000020181",24,58,28,2915,1539,99,0.004492298,"ADGRA2",5691,-976
"ENSG00000279481",1,1,0,42,17,136,0.00449328,"",5692,-909
"ENSG00000253187",1,0,0,129,1,124,0.004493307,"HOXA10-AS",5693,-34
"ENSG00000119596",738,453,777,6230,5682,7516,0.004499419,"YLPM1",5694,9
"ENSG00000173212",1,12,8,1,1,0,0.004501898,"MAB21L3",5695,NA
"ENSG00000273218",12,0,1,203,166,359,0.004501898,"",5696,-770
"ENSG00000132330",51,8,37,658,519,529,0.004505191,"SCLY",5697,-606
"ENSG00000259030",1,1,3,40,47,56,0.00450696,"FPGT-TNNI3K",5698,-325
"ENSG00000269997",1,0,0,43,15,66,0.004514567,"",5699,NA
"ENSG00000186615",8,6,2,216,63,192,0.004518669,"KTN1-AS1",5700,-435
"ENSG00000279640",3,0,1,59,45,54,0.004530986,"",5701,NA
"ENSG00000280193",2,1,1,85,21,73,0.004530986,"",5702,-270
"ENSG00000270739",0,0,2,29,59,49,0.004533113,"",5703,NA
"ENSG00000134602",381,442,572,3673,3967,5600,0.004534285,"STK26",5704,NA
"ENSG00000213212",8,2,1,81,182,104,0.004534285,"NCLP1",5705,-38
"ENSG00000277895",0,0,0,25,30,17,0.004534285,"",5706,NA
"ENSG00000164007",1,2,3,42,47,69,0.004537064,"CLDN19",5707,NA
"ENSG00000185985",3,1,20,0,0,1,0.004551311,"SLITRK2",5708,-764
"ENSG00000239129",0,0,0,18,27,26,0.004553093,"",5709,NA
"ENSG00000224003",12,1,2,138,353,110,0.004553202,"YES1P1",5710,-828
"ENSG00000206573",80,131,209,1162,1322,1259,0.004553446,"THUMPD3-AS1",5711,113
"ENSG00000286677",1,0,1,50,20,79,0.004554661,"",5712,NA
"ENSG00000118976",1,0,1,36,38,50,0.004558935,"OTUD4P1",5713,NA
"ENSG00000287355",0,0,1,21,111,17,0.004558935,"",5714,-307
"ENSG00000206595",0,0,0,14,24,39,0.004562518,"RNU6-877P",5715,NA
"ENSG00000139044",47,8,161,42,16,20,0.004564487,"B4GALNT3",5716,-813
"ENSG00000224020",3,0,3,68,23,190,0.004569166,"MIR181A2HG",5717,NA
"ENSG00000067606",142,108,311,223,44,64,0.004570038,"PRKCZ",5718,-818
"ENSG00000237054",0,0,0,18,28,25,0.004570038,"PRMT5-AS1",5719,NA
"ENSG00000105397",4644,3065,8234,6551,6905,3310,0.004572796,"TYK2",5720,-622
"ENSG00000166825",6404,3819,15209,10679,4369,5849,0.004572796,"ANPEP",5721,-638
"ENSG00000260648",0,0,0,12,25,44,0.004576661,"",5722,-424
"ENSG00000073150",118,224,436,290,53,96,0.004581223,"PANX2",5723,-799
"ENSG00000265874",29,10,11,11,9,3,0.004582154,"MIR4489",5724,NA
"ENSG00000253770",0,0,0,24,42,13,0.004584717,"HMGB1P23",5725,NA
"ENSG00000196361",20,0,41,2,2,5,0.004588564,"ELAVL3",5726,-1610
"ENSG00000258012",3,1,3,45,63,59,0.004590979,"",5727,NA
"ENSG00000181631",228,1403,14562,225,1915,87,0.004594244,"P2RY13",5728,-1508
"ENSG00000164379",2,24,2,2,0,1,0.004606793,"FOXQ1",5729,-321
"ENSG00000148154",641,574,8130,692,1760,545,0.00461375,"UGCG",5730,-1175
"ENSG00000207952",0,0,0,17,24,31,0.004613813,"MIR624",5731,NA
"ENSG00000170485",19,15,40,25,19,19,0.004629666,"NPAS2",5732,NA
"ENSG00000211797",15,53,4,10,0,4,0.004629666,"TRAV17",5733,-562
"ENSG00000277632",256,156,1,53,4,11,0.004629666,"CCL3",5734,-1220
"ENSG00000279561",2,5,5,108,46,102,0.00463053,"",5735,-449
"ENSG00000099974",34,32,77,44,60,48,0.004634186,"DDTL",5736,-227
"ENSG00000087266",4634,3319,11566,6890,8400,4552,0.004635536,"SH3BP2",5737,-514
"ENSG00000167874",27,64,251,92,38,30,0.004639694,"TMEM88",5738,-643
"ENSG00000253535",1,0,0,97,9,44,0.004641297,"ADAM7-AS1",5739,NA
"ENSG00000211794",18,15,1,4,1,0,0.004643813,"TRAV12-3",5740,-157
"ENSG00000198556",97,36,142,906,994,1105,0.004645498,"ZNF789",5741,-109
"ENSG00000275910",2,3,0,53,88,56,0.004645498,"",5742,NA
"ENSG00000102178",266,427,849,546,656,591,0.004645592,"UBL4A",5743,NA
"ENSG00000259248",59,25,41,503,1038,435,0.004658681,"USP3-AS1",5744,-258
"ENSG00000261336",1,1,0,34,51,44,0.004664258,"EIF4BP5",5745,-71
"ENSG00000124006",22,62,64,1724,241,1324,0.004665502,"OBSL1",5746,-1016
"ENSG00000227617",0,0,0,17,17,45,0.004665502,"CERS6-AS1",5747,NA
"ENSG00000231154",0,2,0,42,46,52,0.004665502,"MORF4L2-AS1",5748,NA
"ENSG00000285852",2,0,0,41,25,130,0.004665502,"",5749,-545
"ENSG00000251247",26,37,39,322,342,504,0.004668366,"ZNF345",5750,NA
"ENSG00000277778",7,8,4,170,73,164,0.004670783,"PGM5P2",5751,NA
"ENSG00000114388",416,613,630,829,413,522,0.004686051,"NPRL2",5752,NA
"ENSG00000137338",12,12,36,273,157,264,0.004686051,"PGBD1",5753,0
"ENSG00000243265",1,0,0,48,20,41,0.004686051,"RPL23AP55",5754,NA
"ENSG00000251333",10,11,90,6,20,13,0.004686051,"RTN3P1",5755,-4010
"ENSG00000133874",403,210,427,453,301,144,0.004699438,"RNF122",5756,-930
"ENSG00000077713",77,59,79,835,1032,550,0.004700033,"SLC25A43",5757,-375
"ENSG00000285697",0,0,0,15,31,27,0.004702888,"",5758,NA
"ENSG00000175946",8,1,4,0,0,0,0.004704901,"KLHL38",5759,NA
"ENSG00000185513",70,38,69,779,479,818,0.004705777,"L3MBTL1",5760,-222
"ENSG00000225611",15,6,28,3,13,3,0.004705777,"CCDC13-AS2",5761,67
"ENSG00000259736",1,0,2,39,55,36,0.004705777,"CRTC3-AS1",5762,NA
"ENSG00000277022",0,0,0,20,18,35,0.004705777,"",5763,NA
"ENSG00000118473",13,11,46,7,9,20,0.004707706,"SGIP1",5764,NA
"ENSG00000231533",0,0,0,16,10,75,0.004707706,"",5765,-521
"ENSG00000136381",284,322,1042,3838,7159,5567,0.004708508,"IREB2",5766,-688
"ENSG00000267346",0,1,0,27,39,35,0.004711254,"EIF5AP3",5767,NA
"ENSG00000140961",73,157,240,181,131,60,0.004721003,"OSGIN1",5768,-683
"ENSG00000197121",27,24,34,596,253,282,0.004722625,"PGAP1",5769,-690
"ENSG00000233729",0,4,34,0,0,1,0.004722625,"NCKAP5-AS1",5770,-986
"ENSG00000256712",2,0,0,69,32,49,0.004722625,"",5771,NA
"ENSG00000238109",5,0,0,84,86,105,0.004731263,"RNF14P3",5772,-325
"ENSG00000255946",0,0,0,19,28,23,0.004732714,"",5773,NA
"ENSG00000257896",1,0,1,37,36,50,0.004734908,"",5774,NA
"ENSG00000092203",1287,1060,4344,1936,2169,2346,0.004739145,"TOX4",5775,NA
"ENSG00000143643",411,580,1049,627,1064,536,0.004742503,"TTC13",5776,-174
"ENSG00000257167",14,17,21,142,447,211,0.004742503,"TMPO-AS1",5777,-757
"ENSG00000177338",3,15,2,1,1,0,0.00474552,"LINC00469",5778,-615
"ENSG00000177494",2,3,16,76,68,494,0.004746296,"ZBED2",5779,-895
"ENSG00000272477",0,0,0,17,25,29,0.004746296,"",5780,NA
"ENSG00000144230",0,18,29,0,1,3,0.004749993,"GPR17",5781,-1918
"ENSG00000285530",0,0,0,52,19,13,0.004751177,"",5782,NA
"ENSG00000186185",69,4,16,1213,1351,626,0.004752136,"KIF18B",5783,-1213
"ENSG00000288018",1,1,1,42,25,80,0.004754834,"",5784,NA
"ENSG00000214367",43,93,110,659,982,1463,0.004756285,"HAUS3",5785,-439
"ENSG00000255569",7,5,6,2,0,0,0.004756585,"TRAV1-1",5786,NA
"ENSG00000152154",28,12,65,32,8,11,0.004763774,"TMEM178A",5787,-35
"ENSG00000126945",912,1457,4097,1509,2637,1481,0.004765081,"HNRNPH2",5788,-122
"ENSG00000256238",7,3,7,96,109,70,0.004765618,"SUPT16HP1",5789,NA
"ENSG00000150712",212,177,280,1698,2103,1881,0.004769425,"MTMR12",5790,NA
"ENSG00000167618",26,71,32,6,43,9,0.004770591,"LAIR2",5791,-849
"ENSG00000111912",229,269,650,3973,2529,3978,0.004778017,"NCOA7",5792,-181
"ENSG00000286365",3,2,0,68,54,65,0.004778968,"",5793,NA
"ENSG00000179909",55,38,42,1258,328,751,0.004784639,"ZNF154",5794,-728
"ENSG00000239917",1,1,1,99,26,34,0.00479054,"RPS10P16",5795,NA
"ENSG00000273350",0,0,1,21,40,44,0.004792105,"",5796,NA
"ENSG00000172977",269,215,452,415,485,419,0.004805395,"KAT5",5797,-7
"ENSG00000090889",48,9,26,308,1031,518,0.004808357,"KIF4A",5798,-1134
"ENSG00000283384",3,3,70,6,3,4,0.00481512,"",5799,-732
"ENSG00000242810",0,0,0,34,1,134,0.004819157,"MRPL42P6",5800,NA
"ENSG00000090661",261,269,457,173,232,499,0.004829085,"CERS4",5801,-397
"ENSG00000121797",197,130,175,31,144,168,0.00482941,"CCRL2",5802,NA
"ENSG00000008118",2,1,15,0,0,0,0.004830122,"CAMK1G",5803,NA
"ENSG00000135966",216,354,313,5175,2171,4552,0.004830122,"TGFBRAP1",5804,-704
"ENSG00000180573",1641,1172,9088,169,953,2545,0.004845281,"H2AC6",5805,-782
"ENSG00000244879",520,182,548,15645,2882,5625,0.004849016,"GABPB1-AS1",5806,-1362
"ENSG00000147130",376,202,369,4293,2450,4078,0.004853809,"ZMYM3",5807,-463
"ENSG00000225963",19,4,9,276,184,172,0.004853809,"",5808,NA
"ENSG00000235018",0,0,0,20,26,23,0.004853809,"",5809,NA
"ENSG00000256651",0,0,0,10,21,59,0.004855426,"",5810,-123
"ENSG00000228328",13,26,98,2,23,21,0.004856579,"PGK1P1",5811,-4783
"ENSG00000228705",4,5,17,3,2,3,0.004858852,"LINC00659",5812,NA
"ENSG00000254470",1795,3244,16718,3998,5029,1471,0.004861247,"AP5B1",5813,-1316
"ENSG00000242553",3,4,1,67,68,73,0.004864381,"",5814,NA
"ENSG00000165802",1250,1034,406,973,587,440,0.004868056,"NSMF",5815,-985
"ENSG00000151287",15,16,5,226,193,390,0.004878644,"TEX30",5816,-606
"ENSG00000229054",2,0,1,44,35,58,0.004879318,"RPS29P14",5817,NA
"ENSG00000167608",108,83,420,163,114,188,0.004887042,"TMC4",5818,-2172
"ENSG00000113231",4,4,7,59,89,91,0.004894574,"PDE8B",5819,NA
"ENSG00000162613",748,678,1090,6897,6074,7668,0.004899665,"FUBP1",5820,NA
"ENSG00000241656",3,5,6,0,0,1,0.004901092,"UBA52P7",5821,NA
"ENSG00000049192",11,8,9,137,92,326,0.004909832,"ADAMTS6",5822,-545
"ENSG00000260802",0,0,0,76,1,74,0.00491118,"SERTM2",5823,NA
"ENSG00000236876",10,15,38,3,18,8,0.004914667,"TMSB4XP1",5824,-3515
"ENSG00000048052",65,132,45,1095,3885,1116,0.004915483,"HDAC9",5825,-921
"ENSG00000226688",35,10,77,385,901,500,0.004915701,"ENTPD1-AS1",5826,-170
"ENSG00000230542",4,5,0,75,132,121,0.004915701,"LINC00102",5827,3
"ENSG00000187741",200,79,149,2302,2037,1357,0.004925566,"FANCA",5828,NA
"ENSG00000101323",9,1,7,0,1,0,0.004929468,"HAO1",5829,NA
"ENSG00000177675",5,29,274,18,36,18,0.004929468,"CD163L1",5830,-1265
"ENSG00000232136",0,0,0,19,21,30,0.004933418,"DUXAP7",5831,NA
"ENSG00000207181",0,0,0,26,16,29,0.004933471,"SNORA14B",5832,NA
"ENSG00000136518",67,127,161,996,1444,1157,0.004934527,"ACTL6A",5833,-216
"ENSG00000271378",0,0,0,13,27,35,0.004934527,"RBISP2",5834,NA
"ENSG00000287214",7,5,4,91,91,98,0.004943524,"",5835,NA
"ENSG00000052841",690,609,1414,6955,6253,8372,0.004952393,"TTC17",5836,NA
"ENSG00000230604",0,0,0,11,40,28,0.00497506,"TSEN15P2",5837,NA
"ENSG00000270184",5,0,2,61,91,67,0.004981302,"",5838,NA
"ENSG00000152910",5,1,13,1,0,0,0.004992901,"CNTNAP4",5839,NA
"ENSG00000132958",0,0,0,10,14,79,0.004994446,"TPTE2",5840,NA
"ENSG00000005379",805,507,207,29462,9168,5852,0.004997347,"TSPOAP1",5841,-789
"ENSG00000229452",0,0,0,12,63,16,0.005013607,"CPVL-AS1",5842,NA
"ENSG00000243480",0,29,2,0,1,0,0.005013607,"AMY2A",5843,-1347
"ENSG00000119927",13,47,54,434,448,768,0.005031677,"GPAM",5844,-596
"ENSG00000263893",0,0,0,11,30,37,0.005031677,"",5845,NA
"ENSG00000268659",0,0,2,39,59,33,0.005031677,"",5846,NA
"ENSG00000104043",276,111,450,1632,3159,14084,0.005033462,"ATP8B4",5847,-1106
"ENSG00000278487",0,0,0,25,15,32,0.005033462,"",5848,NA
"ENSG00000256739",0,0,0,14,33,26,0.005035677,"",5849,NA
"ENSG00000272950",9,2,16,1,4,1,0.005037537,"",5850,NA
"ENSG00000140367",175,226,242,1794,2472,2015,0.005043579,"UBE2Q2",5851,NA
"ENSG00000166292",15,2,16,0,4,0,0.00504836,"TMEM100",5852,-640
"ENSG00000269019",3,4,13,92,188,69,0.005058124,"HOMER3-AS1",5853,NA
"ENSG00000144395",9,8,1,135,190,184,0.005059923,"CCDC150",5854,-400
"ENSG00000172508",300,223,98,202,103,165,0.005059923,"CARNS1",5855,-1348
"ENSG00000279971",0,0,0,48,15,17,0.005059923,"",5856,NA
"ENSG00000135587",151,190,354,290,273,340,0.005069577,"SMPD2",5857,-615
"ENSG00000254131",0,0,0,17,35,20,0.005069577,"",5858,NA
"ENSG00000225551",0,0,0,18,27,24,0.005072771,"",5859,NA
"ENSG00000133794",555,492,1512,928,139,170,0.005082894,"ARNTL",5860,-1238
"ENSG00000234177",0,0,0,10,12,86,0.005082894,"LINC01114",5861,-378
"ENSG00000260549",22,5,5,1,5,0,0.005103922,"MT1L",5862,-630
"ENSG00000280354",0,0,0,17,23,30,0.005105451,"",5863,NA
"ENSG00000224797",0,0,0,14,34,25,0.005110646,"",5864,NA
"ENSG00000185710",5,0,0,124,43,179,0.005116013,"SMG1P4",5865,-753
"ENSG00000233851",3,0,0,63,55,49,0.005116452,"LATS2-AS1",5866,NA
"ENSG00000096996",974,666,289,165,577,523,0.005116484,"IL12RB1",5867,-1158
"ENSG00000173077",1,2,7,55,81,62,0.005126376,"DELEC1",5868,NA
"ENSG00000103832",0,0,0,18,39,17,0.005127508,"GOLGA8UP",5869,NA
"ENSG00000211753",18,45,19,25,6,13,0.005130023,"TRBV28",5870,-302
"ENSG00000207385",0,0,0,17,21,33,0.005130441,"RNU6-310P",5871,NA
"ENSG00000086712",152,61,104,1346,1229,1560,0.005135182,"TXLNG",5872,-572
"ENSG00000010310",118,51,6,34,20,13,0.005135624,"GIPR",5873,-1218
"ENSG00000213440",5,0,0,81,72,135,0.005136647,"H2AZP1",5874,NA
"ENSG00000101182",1155,1633,3641,2104,3048,2281,0.005137041,"PSMA7",5875,-156
"ENSG00000106077",103,120,255,122,242,152,0.005137041,"ABHD11",5876,-371
"ENSG00000151576",96,119,130,972,2437,1072,0.005141237,"QTRT2",5877,-882
"ENSG00000164008",22,12,36,324,188,276,0.005142256,"C1orf50",5878,-61
"ENSG00000237387",0,0,0,19,62,10,0.005142256,"",5879,NA
"ENSG00000284930",5,29,120,3,24,1,0.005148025,"",5880,-119
"ENSG00000123353",63,102,442,84,107,178,0.005150102,"ORMDL2",5881,-164
"ENSG00000102030",331,240,244,306,241,350,0.005152886,"NAA10",5882,-664
"ENSG00000256274",4,2,0,255,63,38,0.005154605,"TAS2R64P",5883,NA
"ENSG00000197530",1591,635,722,1143,573,709,0.005161738,"MIB2",5884,-733
"ENSG00000007312",234,255,156,284,152,160,0.005162154,"CD79B",5885,-396
"ENSG00000173369",207,1703,1131,464,24,3,0.005162154,"C1QB",5886,-1792
"ENSG00000173674",176,260,252,1977,2326,4636,0.005162154,"EIF1AX",5887,-532
"ENSG00000174437",852,870,1517,9324,10965,6824,0.005162154,"ATP2A2",5888,-600
"ENSG00000225975",22,11,10,231,188,322,0.005162205,"ZNF567-DT",5889,-413
"ENSG00000154222",660,580,1413,1338,1159,1097,0.005165561,"CC2D1B",5890,NA
"ENSG00000144893",15,14,19,674,18,1442,0.00516792,"MED12L",5891,-1094
"ENSG00000224628",4,10,16,0,2,5,0.005169646,"",5892,-3590
"ENSG00000135040",85,104,284,1354,1214,1911,0.005183501,"NAA35",5893,NA
"ENSG00000260528",517,203,953,12,379,169,0.005195506,"FAM157C",5894,-826
"ENSG00000171130",213,345,168,312,124,128,0.005198841,"ATP6V0E2",5895,-885
"ENSG00000231307",0,0,0,18,29,22,0.005200292,"RPS3P2",5896,NA
"ENSG00000271410",2,0,0,48,34,59,0.005205621,"",5897,NA
"ENSG00000257258",4,11,22,146,132,271,0.005207097,"",5898,NA
"ENSG00000116685",527,1396,4969,1535,1667,1090,0.005209052,"KIAA2013",5899,-624
"ENSG00000249863",7,1,29,226,216,212,0.005216742,"",5900,NA
"ENSG00000135899",1463,1375,6198,2135,3209,2249,0.005218055,"SP110",5901,-428
"ENSG00000272077",8,0,3,121,89,127,0.005219479,"",5902,-541
"ENSG00000134020",21,5,4,4,2,0,0.005226446,"PEBP4",5903,-194
"ENSG00000183662",10,9,4,4,1,2,0.00523521,"TAFA1",5904,NA
"ENSG00000206638",1,0,0,30,36,31,0.00523521,"RNU6-672P",5905,NA
"ENSG00000108387",46,25,169,74,28,25,0.005237762,"SEPTIN4",5906,-724
"ENSG00000278952",1,2,0,30,53,73,0.005237762,"",5907,NA
"ENSG00000281332",14,2,7,180,106,230,0.005239175,"LINC00997",5908,-679
"ENSG00000211791",16,6,8,5,3,0,0.005246995,"TRAV13-2",5909,-312
"ENSG00000169877",788,1256,522,549,6,144,0.005251125,"AHSP",5910,-1364
"ENSG00000278129",96,129,133,1857,824,1789,0.005251125,"ZNF8",5911,-554
"ENSG00000183605",80,89,107,1037,976,691,0.005253271,"SFXN4",5912,NA
"ENSG00000261461",10,14,33,11,18,8,0.005281033,"UBE2MP1",5913,-1699
"ENSG00000200389",0,0,0,15,32,24,0.005283743,"RNU6-509P",5914,NA
"ENSG00000251332",2,0,1,46,49,36,0.005294958,"PSME2P4",5915,NA
"ENSG00000257298",1,0,0,39,16,59,0.005294958,"",5916,-636
"ENSG00000196368",6,5,9,3,1,0,0.00529714,"NUDT11",5917,NA
"ENSG00000137145",197,218,160,2828,3053,1721,0.00530053,"DENND4C",5918,-436
"ENSG00000229679",0,0,0,21,32,17,0.005302577,"",5919,NA
"ENSG00000264743",5,7,8,69,239,89,0.005309708,"DPRXP4",5920,NA
"ENSG00000242071",114,154,94,25,93,128,0.005314099,"RPL7AP6",5921,-5280
"ENSG00000131355",925,1026,301,13,424,4,0.005316958,"ADGRE3",5922,-1581
"ENSG00000169251",107,210,177,1660,1820,2300,0.005323023,"NMD3",5923,-415
"ENSG00000170315",4537,4769,2564,4246,3266,4167,0.00532457,"UBB",5924,-213
"ENSG00000246273",15,6,7,146,165,160,0.005325977,"SBF2-AS1",5925,NA
"ENSG00000235967",1,0,0,24,38,37,0.005335565,"COX5BP3",5926,NA
"ENSG00000217512",0,0,0,18,26,24,0.005336516,"",5927,NA
"ENSG00000207438",0,0,0,9,38,34,0.005336542,"",5928,NA
"ENSG00000011114",103,148,509,2297,2917,2473,0.005337245,"BTBD7",5929,-777
"ENSG00000128591",275,206,261,2,167,10,0.005341697,"FLNC",5930,-1161
"ENSG00000162636",186,116,337,1382,3846,2147,0.005343821,"FAM102B",5931,-914
"ENSG00000183010",21,6,12,479,149,196,0.005345042,"PYCR1",5932,-791
"ENSG00000224238",2,0,0,49,39,47,0.005345042,"WARS2-IT1",5933,NA
"ENSG00000180233",39,76,157,655,1887,962,0.005346694,"ZNRF2",5934,-736
"ENSG00000260555",0,0,0,50,5,42,0.005351266,"",5935,NA
"ENSG00000233435",2,0,0,61,20,94,0.005353922,"AGGF1P2",5936,-937
"ENSG00000248100",0,0,0,21,4,96,0.005353922,"",5937,-594
"ENSG00000075539",416,317,1217,5746,5127,6992,0.005360137,"FRYL",5938,-273
"ENSG00000101040",331,161,593,2102,5577,6039,0.005360137,"ZMYND8",5939,-545
"ENSG00000155256",722,479,1678,1267,977,939,0.005360137,"ZFYVE27",5940,-351
"ENSG00000201179",0,0,0,27,43,10,0.005360137,"RNU6-1322P",5941,NA
"ENSG00000229567",0,0,1,34,28,34,0.005360137,"",5942,NA
"ENSG00000254343",2,12,1,158,137,262,0.005360137,"",5943,NA
"ENSG00000269688",20,11,7,245,185,280,0.005360137,"",5944,NA
"ENSG00000272425",0,0,0,48,6,38,0.005360137,"",5945,-615
"ENSG00000143786",42,58,45,39,28,61,0.005363261,"CNIH3",5946,-2127
"ENSG00000102921",953,1314,9606,1824,2300,1999,0.005363633,"N4BP1",5947,-505
"ENSG00000284968",7,3,19,77,185,213,0.005370362,"",5948,-521
"ENSG00000107864",30,41,71,360,675,419,0.005375576,"CPEB3",5949,NA
"ENSG00000178057",358,340,481,495,627,554,0.005379143,"NDUFAF3",5950,NA
"ENSG00000187778",575,736,1007,1121,576,977,0.005380919,"MCRS1",5951,NA
"ENSG00000261872",2,0,0,30,63,51,0.005380919,"",5952,NA
"ENSG00000232282",0,0,0,18,15,43,0.005382014,"MTND1P32",5953,NA
"ENSG00000253159",1,3,4,44,78,56,0.005387414,"PCDHGA12",5954,NA
"ENSG00000267491",15,1,24,224,381,192,0.005387759,"",5955,-518
"ENSG00000232626",34,39,26,35,21,29,0.005390786,"",5956,NA
"ENSG00000265470",0,0,0,16,10,68,0.00539227,"MIR548AQ",5957,NA
"ENSG00000259258",0,0,0,21,19,28,0.005393026,"",5958,NA
"ENSG00000100311",38,58,17,32,24,8,0.005394399,"PDGFB",5959,-975
"ENSG00000149927",9,4,20,464,67,186,0.005394399,"DOC2A",5960,-250
"ENSG00000177842",17,9,29,214,152,320,0.005394399,"ZNF620",5961,-195
"ENSG00000140391",338,386,583,3158,3474,3793,0.005400107,"TSPAN3",5962,NA
"ENSG00000263361",0,0,0,14,27,30,0.005406133,"MIR378H",5963,NA
"ENSG00000124177",429,231,294,4124,3309,4247,0.005407101,"CHD6",5964,-639
"ENSG00000130311",345,422,1013,813,637,691,0.005407101,"DDA1",5965,NA
"ENSG00000258568",0,0,1,35,24,39,0.005413366,"RHOQP1",5966,NA
"ENSG00000207583",0,0,0,27,47,9,0.005432852,"MIR606",5967,NA
"ENSG00000205559",11,13,7,202,127,192,0.005433767,"CHKB-DT",5968,NA
"ENSG00000019485",66,49,35,1897,315,1213,0.005438696,"PRDM11",5969,-1113
"ENSG00000225079",19,106,2,15,0,2,0.005443836,"FTH1P22",5970,-674
"ENSG00000227383",6,0,0,106,102,125,0.005454762,"RPL35AP2",5971,NA
"ENSG00000204130",76,55,196,791,1126,1095,0.005457464,"RUFY2",5972,NA
"ENSG00000268438",1,3,0,38,48,124,0.005469329,"BNIP3P27",5973,NA
"ENSG00000259276",0,0,6,37,119,77,0.005473958,"",5974,NA
"ENSG00000162413",765,701,3404,1670,1004,1084,0.005487653,"KLHL21",5975,-496
"ENSG00000226410",0,0,0,29,16,24,0.005489764,"",5976,NA
"ENSG00000111358",102,91,120,791,1336,1008,0.005490569,"GTF2H3",5977,-248
"ENSG00000156374",15,20,50,219,366,300,0.005493549,"PCGF6",5978,-203
"ENSG00000114455",0,0,1,4,113,56,0.005495843,"HHLA2",5979,-785
"ENSG00000154415",3,8,1,0,0,0,0.005498036,"PPP1R3A",5980,NA
"ENSG00000272008",2,1,1,120,33,30,0.005504106,"",5981,-335
"ENSG00000255760",30,61,52,29,38,3,0.005510351,"LINC02422",5982,-464
"ENSG00000135537",13,25,58,287,330,446,0.005512995,"AFG1L",5983,NA
"ENSG00000278351",0,0,0,9,50,25,0.005518705,"",5984,NA
"ENSG00000013375",51,54,73,595,679,434,0.005522632,"PGM3",5985,NA
"ENSG00000235869",1,0,0,22,64,25,0.005523086,"",5986,NA
"ENSG00000175874",4,4,47,3,7,1,0.005523314,"CREG2",5987,NA
"ENSG00000233766",0,0,0,12,1,184,0.005534657,"CAVIN2-AS1",5988,NA
"ENSG00000246225",1,0,2,67,16,79,0.005535198,"",5989,NA
"ENSG00000026559",28,2,19,7,0,2,0.005537567,"KCNG1",5990,NA
"ENSG00000202159",0,0,0,14,45,18,0.005547558,"RNU6-742P",5991,NA
"ENSG00000267264",0,1,1,32,52,36,0.005548331,"",5992,NA
