"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED_bam","GDC2828countsREPROCESSED_bam","GDC2839countsREPROCESSED_bam","padj","symbol","rank","rank_change"
"ENSG00000229853",5,0,0,56,130,105,0.005555647,"",5993,NA
"ENSG00000223973",0,2,1,33,39,69,0.005557498,"PAFAH1B1P2",5994,NA
"ENSG00000174099",91,57,425,4135,899,5212,0.005560978,"MSRB3",5995,-1350
"ENSG00000222009",151,342,746,230,385,429,0.005571329,"BTBD19",5996,-2111
"ENSG00000067560",11850,8960,37113,11407,24748,14010,0.005572053,"RHOA",5997,NA
"ENSG00000108840",2834,1136,2970,2685,2004,2676,0.005580232,"HDAC5",5998,-680
"ENSG00000249786",3,2,3,31,102,73,0.005586394,"EAF1-AS1",5999,NA
"ENSG00000007001",0,0,0,65,1,77,0.005589854,"UPP2",6000,NA
"ENSG00000077935",6,0,0,115,155,79,0.005592046,"SMC1B",6001,NA
"ENSG00000116127",182,140,67,2240,1950,2670,0.005597622,"ALMS1",6002,-1025
"ENSG00000172404",1,1,1,29,58,40,0.00560587,"DNAJB7",6003,-391
"ENSG00000211786",48,8,3,8,0,2,0.00560734,"TRAV8-2",6004,-911
"ENSG00000279616",0,2,0,61,28,58,0.005607926,"",6005,NA
"ENSG00000222726",0,0,0,23,15,32,0.005618258,"RNU2-7P",6006,NA
"ENSG00000014216",2743,3177,14632,5359,6013,4925,0.005618277,"CAPN1",6007,-354
"ENSG00000234162",0,0,0,24,14,33,0.005618277,"",6008,NA
"ENSG00000185033",554,817,4103,717,1681,827,0.005619772,"SEMA4B",6009,-823
"ENSG00000202058",4,0,0,97,45,86,0.00562529,"RN7SKP80",6010,NA
"ENSG00000110675",1,2,40,0,2,0,0.005626149,"ELMOD1",6011,-2402
"ENSG00000206746",0,0,0,13,21,41,0.005627915,"RNU6-142P",6012,NA
"ENSG00000117569",188,117,458,2357,1893,3484,0.005629386,"PTBP2",6013,-433
"ENSG00000229241",0,0,0,28,33,12,0.005639879,"PNPT1P1",6014,NA
"ENSG00000217094",5,15,10,1,6,4,0.00564169,"PPIAP31",6015,-2536
"ENSG00000136099",1,1,19,0,0,0,0.005642088,"PCDH8",6016,NA
"ENSG00000198393",85,174,74,1359,1951,2353,0.005646727,"ZNF26",6017,-862
"ENSG00000240385",0,0,0,27,21,19,0.005647805,"RPS29P20",6018,NA
"ENSG00000156017",50,75,15,1138,1196,924,0.005647932,"CARNMT1",6019,-1104
"ENSG00000255587",310,84,106,2871,3166,3532,0.005651368,"RAB44",6020,-687
"ENSG00000168495",191,164,129,3181,1644,1963,0.005651523,"POLR3D",6021,-999
"ENSG00000233723",0,0,1,28,10,108,0.005651759,"LINC01122",6022,-578
"ENSG00000277299",3,3,3,54,81,51,0.005653873,"",6023,NA
"ENSG00000154734",44,228,70,84,14,3,0.005662535,"ADAMTS1",6024,-1403
"ENSG00000233325",3,2,4,43,86,58,0.005662535,"MIPEPP3",6025,NA
"ENSG00000255928",0,0,0,15,29,25,0.005662535,"",6026,NA
"ENSG00000258907",0,4,22,0,0,0,0.005662535,"PSMB3P1",6027,NA
"ENSG00000264966",0,0,0,15,29,25,0.005662535,"MIR5094",6028,NA
"ENSG00000280023",0,0,0,15,29,25,0.005662535,"",6029,NA
"ENSG00000225928",1,0,0,34,22,44,0.005662834,"CACYBPP1",6030,NA
"ENSG00000160055",115,120,548,136,226,233,0.005678,"TMEM234",6031,-392
"ENSG00000173327",1890,2126,7930,3823,3808,3763,0.005690758,"MAP3K11",6032,NA
"ENSG00000149968",0,20,2,0,0,0,0.005692616,"MMP3",6033,-419
"ENSG00000234886",0,0,0,18,20,30,0.005696023,"MTND5P26",6034,-293
"ENSG00000038382",203,140,1187,5582,7371,6622,0.005696805,"TRIO",6035,-981
"ENSG00000188175",25,7,27,7,0,10,0.005696805,"HEPACAM2",6036,-411
"ENSG00000185669",205,202,384,407,199,143,0.005700579,"SNAI3",6037,-700
"ENSG00000177380",44,32,25,28,35,12,0.005707975,"PPFIA3",6038,NA
"ENSG00000078674",703,595,1768,9975,6845,9371,0.005713494,"PCM1",6039,-275
"ENSG00000131153",37,34,15,516,493,465,0.005713494,"GINS2",6040,-845
"ENSG00000005302",1250,1818,14203,2332,3832,1777,0.005719949,"MSL3",6041,-892
"ENSG00000240002",0,0,0,16,19,36,0.005722376,"YBX1P3",6042,NA
"ENSG00000123636",451,315,820,3832,4178,6441,0.005722992,"BAZ2B",6043,NA
"ENSG00000246067",22,16,63,278,335,438,0.005722992,"RAB30-DT",6044,NA
"ENSG00000109519",298,366,1607,509,762,460,0.005723281,"GRPEL1",6045,-395
"ENSG00000173852",70,145,179,1101,1705,1323,0.005723281,"DPY19L1",6046,-509
"ENSG00000263711",1,10,2,0,0,0,0.005723281,"LINC02864",6047,NA
"ENSG00000275227",3,0,0,74,29,93,0.005723281,"",6048,NA
"ENSG00000196604",13,22,35,2,22,5,0.005726099,"POTEF",6049,-4701
"ENSG00000105355",695,1295,8204,1554,1786,1874,0.005726407,"PLIN3",6050,-761
"ENSG00000161904",824,699,2237,1534,1606,1251,0.005732163,"LEMD2",6051,NA
"ENSG00000140365",254,455,400,453,380,460,0.005734736,"COMMD4",6052,NA
"ENSG00000081059",3579,651,1056,1622,442,827,0.005737115,"TCF7",6053,-1243
"ENSG00000286523",0,0,1,54,9,66,0.005737115,"",6054,-537
"ENSG00000264695",3,0,35,1,0,0,0.005741542,"",6055,NA
"ENSG00000163930",1363,1227,3418,2713,2484,2548,0.005766118,"BAP1",6056,NA
"ENSG00000198870",7,7,4,261,64,114,0.005769973,"STKLD1",6057,NA
"ENSG00000155876",322,666,3395,722,837,921,0.005769997,"RRAGA",6058,NA
"ENSG00000138443",159,81,157,1306,1227,1580,0.005775046,"ABI2",6059,-281
"ENSG00000156869",44,11,54,457,601,385,0.005775725,"FRRS1",6060,-822
"ENSG00000171223",6397,3380,9095,9320,6423,5316,0.00577778,"JUNB",6061,-437
"ENSG00000073067",0,0,0,69,8,18,0.005781344,"CYP2W1",6062,NA
"ENSG00000285581",2,0,1,29,53,53,0.005792604,"",6063,NA
"ENSG00000238269",9,33,0,3,0,1,0.005798274,"PAGE2B",6064,-565
"ENSG00000258136",5,0,3,65,83,63,0.005801917,"",6065,NA
"ENSG00000145864",13,0,53,3,3,0,0.005804217,"GABRB2",6066,-1076
"ENSG00000119041",117,184,413,1916,2161,2219,0.005812167,"GTF3C3",6067,NA
"ENSG00000249690",1,0,0,27,8,127,0.005812474,"",6068,-528
"ENSG00000231119",0,0,6,34,79,126,0.005817797,"",6069,-362
"ENSG00000155754",2,2,0,81,46,41,0.005818312,"C2CD6",6070,NA
"ENSG00000208006",0,0,0,9,70,16,0.005819568,"MIR16-1",6071,NA
"ENSG00000161800",141,92,166,1083,1198,1323,0.005824946,"RACGAP1",6072,NA
"ENSG00000234345",0,0,0,71,2,48,0.005825541,"ELF2P1",6073,NA
"ENSG00000263002",41,26,91,470,469,490,0.005825541,"ZNF234",6074,NA
"ENSG00000277806",0,0,1,31,21,49,0.005825541,"",6075,NA
"ENSG00000169093",391,359,865,726,612,795,0.005831948,"ASMTL",6076,NA
"ENSG00000263849",0,0,0,33,18,18,0.005831948,"MIR4744",6077,NA
"ENSG00000196646",43,86,106,707,773,885,0.005843611,"ZNF136",6078,NA
"ENSG00000233623",1,0,0,31,34,29,0.005852885,"PGAM1P11",6079,NA
"ENSG00000229048",0,0,0,13,33,25,0.00585299,"DUTP1",6080,NA
"ENSG00000108788",680,895,3104,1094,1876,941,0.005853661,"MLX",6081,-562
"ENSG00000235673",0,0,0,15,40,18,0.005853661,"",6082,NA
"ENSG00000278467",0,0,0,36,12,25,0.005854974,"",6083,NA
"ENSG00000164241",30,23,27,360,205,750,0.005860812,"C5orf63",6084,-811
"ENSG00000244610",0,1,0,38,59,15,0.005860812,"RN7SL756P",6085,NA
"ENSG00000287141",0,0,0,13,25,33,0.005860955,"",6086,NA
"ENSG00000076382",121,25,79,1056,1606,1037,0.005861005,"SPAG5",6087,-816
"ENSG00000230657",0,0,1,25,23,56,0.005864566,"PRB4",6088,NA
"ENSG00000105497",30,30,144,512,797,1216,0.005868639,"ZNF175",6089,-896
"ENSG00000254695",2,0,30,0,0,0,0.005868639,"",6090,NA
"ENSG00000258210",0,1,0,21,30,52,0.005868639,"",6091,NA
"ENSG00000089327",6988,3252,6439,7584,5408,5785,0.005870162,"FXYD5",6092,NA
"ENSG00000162402",923,740,1187,8375,6837,9936,0.005874503,"USP24",6093,NA
"ENSG00000227712",1,0,0,37,14,65,0.005874503,"",6094,NA
"ENSG00000267920",0,0,0,16,22,30,0.005880387,"SNX6P1",6095,NA
"ENSG00000143878",9729,2380,632,1742,2865,705,0.005888132,"RHOB",6096,-1408
"ENSG00000237818",1,1,1,35,46,38,0.005888132,"RPS3AP29",6097,NA
"ENSG00000252657",2,0,0,37,48,47,0.005888132,"",6098,NA
"ENSG00000200114",0,0,0,22,16,30,0.005890479,"RNA5SP123",6099,NA
"ENSG00000063180",128,47,117,113,20,28,0.005901335,"CA11",6100,-586
"ENSG00000231095",1,3,38,3,1,1,0.005907041,"GYG1P3",6101,NA
"ENSG00000103888",27,12,32,374,222,248,0.005920206,"CEMIP",6102,NA
"ENSG00000211921",1,0,0,72,6,68,0.005920206,"IGHD5-12",6103,NA
"ENSG00000279724",1,0,0,27,28,41,0.005920206,"",6104,NA
"ENSG00000198925",889,320,2126,762,1157,613,0.005920367,"ATG9A",6105,-615
"ENSG00000162769",96,58,19,1049,1456,1454,0.005938608,"FLVCR1",6106,-940
"ENSG00000249192",0,0,0,18,23,25,0.005938608,"MTND3P25",6107,NA
"ENSG00000284052",6,5,13,175,60,148,0.005959,"",6108,NA
"ENSG00000135916",394,220,428,5965,3016,3022,0.005961807,"ITM2C",6109,-932
"ENSG00000146425",559,864,6568,1251,1567,386,0.005963113,"DYNLT1",6110,-1316
"ENSG00000072506",344,454,448,571,581,460,0.005963256,"HSD17B10",6111,NA
"ENSG00000105707",4,14,23,8,1,5,0.00596999,"HPN",6112,NA
"ENSG00000240764",0,0,5,41,70,66,0.005971574,"PCDHGC5",6113,-418
"ENSG00000261188",1,3,4,41,42,152,0.006000382,"TFIP11-DT",6114,-575
"ENSG00000222004",1,0,0,21,38,39,0.006003304,"LINC02860",6115,NA
"ENSG00000170128",11,91,0,9,3,4,0.006007279,"GPR25",6116,-732
"ENSG00000237307",1,0,1,23,41,64,0.006022511,"SRRM1P3",6117,NA
"ENSG00000286828",0,0,0,30,11,32,0.006026056,"",6118,NA
"ENSG00000142552",373,249,565,185,304,12,0.006026396,"RCN3",6119,-750
"ENSG00000259228",0,0,0,27,20,19,0.006037567,"HNRNPA1P62",6120,NA
"ENSG00000283945",0,0,0,40,24,11,0.00603811,"LINC00032",6121,NA
"ENSG00000146066",445,481,533,361,786,526,0.006048832,"HIGD2A",6122,NA
"ENSG00000266651",4,3,8,110,50,93,0.006049269,"",6123,NA
"ENSG00000134899",28,18,17,291,287,263,0.006049986,"ERCC5",6124,NA
"ENSG00000276531",0,0,0,29,11,33,0.006049986,"SNX19P4",6125,NA
"ENSG00000110080",799,711,5855,1585,668,1451,0.006054656,"ST3GAL4",6126,-1336
"ENSG00000272963",0,0,0,30,6,54,0.006056703,"OR7A19P",6127,NA
"ENSG00000168003",3157,2093,1708,2712,1807,2539,0.006063596,"SLC3A2",6128,-679
"ENSG00000253276",135,417,1586,362,477,397,0.006065375,"CCDC71L",6129,-362
"ENSG00000150867",3562,2878,3244,3097,4814,4144,0.006073706,"PIP4K2A",6130,NA
"ENSG00000162062",5,8,4,115,117,77,0.006074388,"TEDC2",6131,NA
"ENSG00000130811",2366,2397,1705,2289,2443,2653,0.006078511,"EIF3G",6132,NA
"ENSG00000237317",1,0,0,44,13,57,0.006080869,"",6133,-321
"ENSG00000269982",23,17,44,413,164,565,0.006081225,"",6134,-784
"ENSG00000260078",24,302,210,61,110,7,0.006081739,"MPHOSPH10P1",6135,-769
"ENSG00000279294",4,0,0,35,117,96,0.006083584,"",6136,-684
"ENSG00000199237",0,0,0,21,15,33,0.006084927,"RNU6-834P",6137,NA
"ENSG00000180221",4,2,2,52,72,57,0.006085454,"TPT1P10",6138,NA
"ENSG00000092978",38,65,83,467,692,726,0.006093419,"GPATCH2",6139,NA
"ENSG00000158486",1,0,1,110,16,35,0.00610832,"DNAH3",6140,NA
"ENSG00000136819",2538,2288,932,1753,1727,1633,0.006110626,"C9orf78",6141,-594
"ENSG00000197114",153,96,184,218,130,93,0.006120217,"ZGPAT",6142,-589
"ENSG00000248693",1,0,0,37,20,42,0.006120968,"LINC02100",6143,NA
"ENSG00000280167",1,0,0,19,39,42,0.006121462,"",6144,NA
"ENSG00000179630",17,30,23,240,368,282,0.00614881,"LACC1",6145,-500
"ENSG00000264577",33,15,11,419,272,405,0.006155789,"",6146,NA
"ENSG00000101224",2339,1735,840,1581,1627,628,0.006156215,"CDC25B",6147,-1132
"ENSG00000124493",37,1,35,1,8,8,0.006158995,"GRM4",6148,-2578
"ENSG00000140511",385,159,188,216,13,16,0.006158995,"HAPLN3",6149,-1561
"ENSG00000176381",2,2,15,0,0,1,0.006158995,"PRR18",6150,NA
"ENSG00000186487",7,0,42,1,1,3,0.006158995,"MYT1L",6151,-1651
"ENSG00000242628",5,6,23,120,135,172,0.006166926,"",6152,NA
"ENSG00000232533",64,248,1565,251,208,267,0.006168577,"FAM131B-AS2",6153,-1949
"ENSG00000239079",1,0,0,24,75,18,0.00617003,"",6154,NA
"ENSG00000162992",8,0,18,0,1,0,0.006172537,"NEUROD1",6155,-765
"ENSG00000229334",4,3,4,91,51,65,0.006185348,"TMEM44-AS2",6156,NA
"ENSG00000266467",1,0,0,32,43,22,0.006185348,"RN7SL220P",6157,NA
"ENSG00000105974",29,400,137,89,128,49,0.006186024,"CAV1",6158,-1089
"ENSG00000165449",4,1,9,284,3,518,0.006186024,"SLC16A9",6159,-1637
"ENSG00000149403",77,15,3,6,12,0,0.006188594,"GRIK4",6160,-1481
"ENSG00000105963",258,364,569,421,572,204,0.00618999,"ADAP1",6161,NA
"ENSG00000122008",79,95,371,1385,2363,1953,0.006202285,"POLK",6162,-738
"ENSG00000235821",6,8,24,9,5,3,0.006218376,"IFITM4P",6163,NA
"ENSG00000252496",0,0,0,26,14,28,0.006218376,"RNA5SP33",6164,NA
"ENSG00000013810",2740,2102,8841,4802,5040,3585,0.00621901,"TACC3",6165,-440
"ENSG00000160633",2521,1178,4433,2660,3271,3026,0.006229933,"SAFB",6166,NA
"ENSG00000261080",0,1,0,32,27,34,0.006229933,"RUNX2-AS1",6167,NA
"ENSG00000177463",642,300,747,7008,5172,4887,0.006230067,"NR2C2",6168,-747
"ENSG00000265733",0,0,0,19,15,36,0.006235091,"SNORA74C-1",6169,NA
"ENSG00000101189",214,176,417,368,336,398,0.006235334,"MRGBP",6170,NA
"ENSG00000197822",4,1,27,326,30,832,0.006242891,"OCLN",6171,-1466
"ENSG00000157379",649,222,899,447,717,511,0.006244493,"DHRS1",6172,-810
"ENSG00000137955",355,175,231,3554,3310,2636,0.006246062,"RABGGTB",6173,-760
"ENSG00000282572",166,50,207,1,87,5,0.006251985,"",6174,-961
"ENSG00000272144",9,2,19,92,148,326,0.006261227,"",6175,-430
"ENSG00000244187",46,55,124,92,57,88,0.006266619,"TMEM141",6176,-609
"ENSG00000287422",0,2,0,17,57,109,0.006269768,"",6177,-506
"ENSG00000279623",2,0,0,44,19,124,0.006270448,"",6178,NA
"ENSG00000248896",4,1,1,105,41,54,0.006273732,"",6179,-574
"ENSG00000107518",2,0,29,0,0,0,0.006280985,"ATRNL1",6180,NA
"ENSG00000271779",0,0,0,13,34,23,0.00628219,"",6181,NA
"ENSG00000128536",32,12,24,23,5,5,0.006288457,"CDHR3",6182,NA
"ENSG00000235700",0,0,0,13,23,34,0.006296749,"CYCSP52",6183,NA
"ENSG00000078304",2520,1664,5384,3183,4571,3653,0.006297589,"PPP2R5C",6184,NA
"ENSG00000048140",407,381,492,630,487,624,0.006297732,"TSPAN17",6185,NA
"ENSG00000171448",27,59,103,513,640,980,0.006302536,"ZBTB26",6186,-557
"ENSG00000135423",2,0,1,26,36,97,0.006305052,"GLS2",6187,NA
"ENSG00000254602",0,0,1,71,13,33,0.006308136,"MIR130AHG",6188,NA
"ENSG00000225190",1256,1162,4684,2188,2691,1979,0.006309413,"PLEKHM1",6189,-383
"ENSG00000271428",10,0,0,150,275,251,0.006309413,"MPHOSPH6P1",6190,-498
"ENSG00000106526",13,3,5,245,58,282,0.006313566,"ACTR3C",6191,-1026
"ENSG00000233461",30,38,234,37,79,16,0.006313692,"",6192,-816
"ENSG00000124406",362,219,511,4827,2554,3381,0.006321217,"ATP8A1",6193,-892
"ENSG00000202205",0,0,0,11,44,21,0.006323346,"RNU6-1034P",6194,NA
"ENSG00000216921",1,0,1,54,38,27,0.006323346,"FAM240C",6195,NA
"ENSG00000243789",4,1,0,70,66,57,0.006328034,"JMJD7",6196,NA
"ENSG00000266100",3,0,0,58,17,213,0.006354428,"",6197,NA
"ENSG00000177600",12035,9817,6828,10451,9120,11128,0.00635722,"RPLP2",6198,NA
"ENSG00000140553",889,595,2613,1179,1084,1623,0.006358227,"UNC45A",6199,NA
"ENSG00000137757",39,98,284,1,71,2,0.006361043,"CASP5",6200,-378
"ENSG00000206675",0,0,0,21,26,18,0.006374908,"RNU6-32P",6201,NA
"ENSG00000229321",1,0,1,47,15,85,0.00637589,"",6202,NA
"ENSG00000143322",167,146,539,2938,2042,2883,0.006383679,"ABL2",6203,-670
"ENSG00000169896",5189,5365,31154,4707,11997,1506,0.006383679,"ITGAM",6204,-1363
"ENSG00000278985",5,0,0,95,70,95,0.00638766,"",6205,-417
"ENSG00000148488",23,35,11,95,458,2581,0.006404244,"ST8SIA6",6206,-1601
"ENSG00000170624",5,10,16,5,0,0,0.006411348,"SGCD",6207,NA
"ENSG00000162434",5814,3219,10752,8157,8707,6350,0.006411548,"JAK1",6208,NA
"ENSG00000258302",19,5,15,161,207,192,0.006412854,"",6209,NA
"ENSG00000271699",2,0,0,51,70,25,0.006412854,"SNX29P2",6210,NA
"ENSG00000205929",1,1,5,62,27,111,0.006413335,"C21orf62",6211,NA
"ENSG00000067064",566,1091,6716,742,1111,2013,0.006413863,"IDI1",6212,NA
"ENSG00000201470",0,0,0,24,24,17,0.006413863,"RNY4P7",6213,NA
"ENSG00000253636",16,6,34,373,176,203,0.006422979,"",6214,-650
"ENSG00000167468",1287,1534,1315,1556,1983,1682,0.006424299,"GPX4",6215,NA
"ENSG00000235316",18,17,8,329,170,280,0.006430147,"DUSP8P5",6216,-735
"ENSG00000155886",2,3,46,2,4,0,0.006431455,"SLC24A2",6217,-1859
"ENSG00000234337",17,13,48,3,19,17,0.006431455,"",6218,-4980
"ENSG00000211815",5,22,6,2,4,6,0.006434115,"TRAV36DV7",6219,-1291
"ENSG00000264616",0,0,0,10,25,40,0.006435468,"MIR4755",6220,NA
"ENSG00000204308",399,365,985,591,651,872,0.006444712,"RNF5",6221,NA
"ENSG00000274376",57,2,10,11,4,3,0.006466773,"ADAMTS7P1",6222,-415
"ENSG00000228509",2,0,0,36,30,86,0.006489579,"",6223,NA
"ENSG00000231177",21,36,35,302,306,436,0.006489579,"LINC00852",6224,NA
"ENSG00000025708",2870,1904,17112,460,4519,162,0.006491339,"TYMP",6225,-1525
"ENSG00000067225",12672,12457,56323,23725,25001,9062,0.006491339,"PKM",6226,-1246
"ENSG00000188312",55,16,22,456,524,660,0.006496651,"CENPP",6227,-830
"ENSG00000213150",1,0,0,50,20,30,0.006502581,"",6228,NA
"ENSG00000255449",6,1,5,71,53,164,0.006504572,"",6229,NA
"ENSG00000211807",26,4,7,6,2,0,0.006505454,"TRAV26-1",6230,-656
"ENSG00000167183",1,1,1,43,38,35,0.006511445,"PRR15L",6231,NA
"ENSG00000105605",3,3,35,1,5,1,0.00651965,"CACNG7",6232,-2506
"ENSG00000155287",662,478,4363,1120,798,1156,0.00651965,"SLC25A28",6233,-1000
"ENSG00000231073",1,1,0,43,30,47,0.00651965,"",6234,NA
"ENSG00000227885",2,0,0,88,2,268,0.00651971,"",6235,-1223
"ENSG00000205740",1,0,4,31,61,63,0.006529155,"",6236,NA
"ENSG00000130234",1,8,67,8,1,1,0.006529367,"ACE2",6237,NA
"ENSG00000128694",34,42,35,391,433,417,0.006529916,"OSGEPL1",6238,NA
"ENSG00000237273",0,0,0,19,22,23,0.006538654,"RSL24D1P8",6239,NA
"ENSG00000158104",281,21,124,31,113,49,0.006539627,"HPD",6240,-1060
"ENSG00000205464",9,15,6,292,125,174,0.006549379,"ATP6AP1L",6241,NA
"ENSG00000242882",1,4,2,45,75,57,0.006549379,"RPL5P11",6242,NA
"ENSG00000286656",16,15,25,124,230,607,0.006549379,"",6243,NA
"ENSG00000120159",45,90,56,588,1088,1050,0.006564146,"CAAP1",6244,-461
"ENSG00000106524",61,88,115,714,740,1139,0.006565452,"ANKMY2",6245,NA
"ENSG00000101974",102,111,276,1009,1624,1805,0.006569062,"ATP11C",6246,NA
"ENSG00000165061",8,11,4,0,1,4,0.006577946,"ZMAT4",6247,NA
"ENSG00000168411",246,220,523,2460,2801,2218,0.00658747,"RFWD3",6248,NA
"ENSG00000183258",1392,934,1765,1997,1865,1946,0.00658747,"DDX41",6249,NA
"ENSG00000258935",0,0,0,12,13,60,0.006595253,"",6250,NA
"ENSG00000279989",3,0,4,81,32,85,0.006605363,"",6251,NA
"ENSG00000285560",2,0,0,43,61,31,0.006605363,"",6252,NA
"ENSG00000242683",0,1,0,24,38,31,0.00660815,"RPL12P21",6253,NA
"ENSG00000235145",2,1,0,41,38,57,0.006615346,"RPSAP16",6254,NA
"ENSG00000116260",1737,1927,19425,2966,4577,2997,0.006617616,"QSOX1",6255,-906
"ENSG00000092148",362,422,1482,6796,7391,6368,0.006628128,"HECTD1",6256,-525
"ENSG00000137563",33,52,132,693,846,557,0.006632476,"GGH",6257,-1067
"ENSG00000172534",1190,649,858,11251,10292,9187,0.00664086,"HCFC1",6258,-601
"ENSG00000121318",1,0,0,12,28,87,0.006650994,"TAS2R10",6259,NA
"ENSG00000240733",3,0,0,32,66,78,0.006660245,"RN7SL502P",6260,NA
"ENSG00000159733",394,336,82,277,49,40,0.006662892,"ZFYVE28",6261,-1356
"ENSG00000174010",103,101,225,1476,990,1104,0.006664229,"KLHL15",6262,NA
"ENSG00000232454",0,2,1,39,74,28,0.00666543,"",6263,NA
"ENSG00000153347",1,0,1,26,14,141,0.006670921,"FAM81B",6264,NA
"ENSG00000280321",0,0,0,70,23,5,0.006672023,"",6265,NA
"ENSG00000187193",13,21,27,12,22,5,0.006673031,"MT1X",6266,-708
"ENSG00000068796",414,356,581,3456,3387,3782,0.006686262,"KIF2A",6267,NA
"ENSG00000183828",60,78,35,37,51,61,0.006686262,"NUDT14",6268,-1598
"ENSG00000100354",1319,554,1652,11596,11346,11461,0.006690697,"TNRC6B",6269,-596
"ENSG00000091409",387,167,279,6106,3237,2524,0.006691468,"ITGA6",6270,-958
"ENSG00000012232",518,887,5555,1229,1619,674,0.006693492,"EXTL3",6271,-1149
"ENSG00000270335",0,0,0,13,6,89,0.006704075,"",6272,NA
"ENSG00000110446",1858,1282,3008,336,1673,34,0.00670957,"SLC15A3",6273,-1212
"ENSG00000223855",18,6,7,7,3,3,0.006711538,"PDGFA-DT",6274,NA
"ENSG00000256223",18,31,33,360,208,474,0.006712355,"ZNF10",6275,-457
"ENSG00000171848",224,72,104,1934,4453,1380,0.006718513,"RRM2",6276,-1144
"ENSG00000249526",0,0,0,22,7,58,0.006719805,"",6277,NA
"ENSG00000277957",1,0,0,42,24,28,0.00673549,"SENP3-EIF4A1",6278,NA
"ENSG00000168827",121,193,243,1369,2276,1714,0.006735553,"GFM1",6279,NA
"ENSG00000255443",12,8,12,128,86,500,0.00674347,"CD44-AS1",6280,NA
"ENSG00000265728",0,1,0,2,32,181,0.00674347,"",6281,NA
"ENSG00000273381",0,0,0,23,12,35,0.006744476,"",6282,-487
"ENSG00000262118",1,0,3,56,37,39,0.006750731,"MTCO1P28",6283,NA
"ENSG00000180509",89,212,1932,316,204,22,0.0067605,"KCNE1",6284,-1014
"ENSG00000179583",1026,358,182,19131,19866,5388,0.0067687,"CIITA",6285,-1419
"ENSG00000236900",0,0,0,31,10,31,0.006773832,"TIMM9P1",6286,NA
"ENSG00000115084",147,158,722,3367,3397,3551,0.006774242,"SLC35F5",6287,-856
"ENSG00000125952",1736,1307,3597,2435,3070,3208,0.006774242,"MAX",6288,NA
"ENSG00000164344",26,8,21,16,10,4,0.006774242,"KLKB1",6289,NA
"ENSG00000129946",11,31,31,22,3,11,0.006776714,"SHC2",6290,NA
"ENSG00000286108",0,0,1,11,63,41,0.006776714,"",6291,NA
"ENSG00000238164",211,75,151,174,84,35,0.006779748,"TNFRSF14-AS1",6292,-964
"ENSG00000286478",0,0,0,23,11,38,0.006782311,"",6293,NA
"ENSG00000243854",0,0,0,13,20,37,0.006783018,"RN7SL67P",6294,NA
"ENSG00000259866",0,0,0,13,23,32,0.006785673,"",6295,NA
"ENSG00000262919",76,150,254,189,190,112,0.00679079,"CCNQ",6296,NA
"ENSG00000213079",345,277,495,2788,2865,2985,0.00680211,"SCAF8",6297,NA
"ENSG00000112379",17,7,63,22,7,6,0.006803517,"ARFGEF3",6298,NA
"ENSG00000006837",1,1,1,30,39,49,0.006815678,"CDKL3",6299,NA
"ENSG00000213888",2,6,2,73,64,94,0.006815678,"LINC01521",6300,NA
"ENSG00000286424",1,0,0,31,23,39,0.006815678,"",6301,NA
"ENSG00000160318",97,102,31,83,41,35,0.006825322,"CLDND2",6302,-1038
"ENSG00000240793",1,3,5,66,51,56,0.006827653,"UBA52P8",6303,NA
"ENSG00000224891",0,0,0,16,35,17,0.006829505,"ARL14EPP1",6304,NA
"ENSG00000217527",3,0,0,43,50,68,0.006833307,"RPS16P5",6305,NA
"ENSG00000275210",59,72,520,24,124,3,0.006844523,"",6306,NA
"ENSG00000163444",697,492,1772,1032,1294,1063,0.006850817,"TMEM183A",6307,NA
"ENSG00000163719",1613,1479,4223,2023,3817,1911,0.006850817,"MTMR14",6308,NA
"ENSG00000279713",0,0,0,21,15,30,0.006850817,"",6309,NA
"ENSG00000138433",621,826,2650,877,1616,1293,0.006851252,"CIR1",6310,NA
"ENSG00000253911",0,0,0,27,13,27,0.006851252,"",6311,NA
"ENSG00000264350",4,16,24,5,11,5,0.006853451,"SNRPGP2",6312,NA
"ENSG00000177337",62,65,580,56,43,172,0.006853826,"DLGAP1-AS1",6313,-1421
"ENSG00000125084",41,27,8,19,2,1,0.00685795,"WNT1",6314,NA
"ENSG00000287737",13,22,269,52,17,17,0.006858509,"",6315,-1110
"ENSG00000152784",90,34,132,724,835,1590,0.006870122,"PRDM8",6316,NA
"ENSG00000124733",201,287,784,424,465,477,0.00687494,"MEA1",6317,NA
"ENSG00000261659",7,5,5,63,106,121,0.006877286,"",6318,NA
"ENSG00000262873",10,5,5,500,32,167,0.006879395,"",6319,NA
"ENSG00000226660",22,10,2,5,0,2,0.006886492,"TRBV2",6320,NA
"ENSG00000240853",3,0,0,57,90,32,0.006886492,"RN7SL328P",6321,NA
"ENSG00000254112",0,0,1,35,22,35,0.006886492,"",6322,NA
"ENSG00000261924",5,0,1,58,59,111,0.006886492,"",6323,NA
"ENSG00000249297",0,0,0,133,21,1,0.006889479,"LINC02174",6324,NA
"ENSG00000117228",406,521,1010,503,224,15,0.006889825,"GBP1",6325,-1615
"ENSG00000174938",7,6,32,9,7,4,0.006898973,"SEZ6L2",6326,NA
